"subject","subject_id","paper_code","phase","question_number","display_order","source_question_ref","topic","microtopic","microtopic_slug","question_id","stem_excerpt"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","17","17","ESI-2023-Q017","Rural Development and Panchayati Raj","Rural entrepreneurship and business incubation","esi-rural-entrepreneurship-and-business-incubation-31c4257a","03fc2878-92d4-4fe0-b2ea-bd85cbae4cd0","Q.17) Livelihood Business Incubator (LBI) is an entity set up for imparting skill development & incubation programmes fo"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","18","18","ESI-2023-Q018","Agricultural Economy and Food Policy","Crop production estimates and agricultural statistics","esi-crop-production-estimates-and-agricultural-statistics-cde429a8","fc629bde-12ba-4c08-8b2e-c3f84ab7929d","Q.18) Unified Portal for Agricultural Statistics (UPAg) is an advanced agricultural data management platform designed to"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","19","19","ESI-2023-Q019","International Institutions, Indices and Reports","International economic forums and summit declarations","esi-international-economic-forums-and-summit-declarations-4cfa2293","c7f6422e-66af-4d6c-91a3-c6e17c66e72c","Q.19) G20 New Delhi Declaration 2023 focusses on which areas relating to Gender equality, women empowerment and women le"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","20","20","ESI-2023-Q020","Banking, Credit and Financial Inclusion","Cooperatives and cooperative banks","esi-cooperatives-and-cooperative-banks-64438c62","32ad3026-4ae6-478e-af3c-7412c29ddefe","Q.20) RBI has taken various initiatives to improve the financial resilience of Indian Banking sector. One is the categor"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","21","21","ESI-2023-Q021","Education, Health and Human Development","School education schemes and curriculum frameworks","esi-school-education-schemes-and-curriculum-frameworks-ce15e747","32ace795-7493-411e-bd2d-bf71e5dbc6a6","Q.21) Which of the following statements is true about National Curriculum Framework for School Education (NCF-SE)? on as"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","22","22","ESI-2023-Q022","Banking, Credit and Financial Inclusion","Digital finance and technology in banking","esi-digital-finance-and-technology-in-banking-a1a8e123","c8ea54b2-a4c9-43a2-911b-a26f631129be","Q.22) RBI Deputy Governor Michael Debabrata, in Sep 2023, highlighted that financial sector in India is on the cusp of a"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","23","23","ESI-2023-Q023","Banking, Credit and Financial Inclusion","Priority sector lending norms","esi-priority-sector-lending-norms-05568a2d","83cadda2-5bc3-4b0e-bce7-a3ea0d39116d","Q.23) Bank loan for _________ upto an aggregate limit of ₹100 crore per borrower will be eligible to be classified as an"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","24","24","ESI-2023-Q024","Banking, Credit and Financial Inclusion","Priority sector lending norms","esi-priority-sector-lending-norms-05568a2d","3d519aa4-19e6-446c-9f3f-920813f9218b","Q.24) Bank loan to individuals for education purposes including vocational courses up to maximum amount _______ will be "
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","25","25","ESI-2023-Q025","Population, Employment and Social Indicators","Skill development and apprenticeship","esi-skill-development-and-apprenticeship-b69d40f8","ba6d5f65-86ea-414d-918b-46d515b29dee","Q.25) ‘Skills on Wheels’ initiative launched by Ministry of Skill Development and Empowerment in collaboration with NSDC"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","26","26","ESI-2023-Q026","Agricultural Economy and Food Policy","Agricultural marketing reform and indices","esi-agricultural-marketing-reform-and-indices-387d7e72","0addfa36-91b5-4766-8d73-df7a42af09b1","Q.26) The Ministry of Agriculture & Farmers' Welfare, GoI, has approved the continuation of AMI sub-scheme of ISAM upto "
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","27","27","ESI-2023-Q027","Population, Employment and Social Indicators","Population projections","esi-population-projections-d1e88ca6","3c2aa04e-9e60-4d98-9b17-dc1af7ada81c","Q.27) As per report of technical group on population projection (July 2020) by National Commission on Population, Minist"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","28","28","ESI-2023-Q028","Education, Health and Human Development","Adult, vocational and non-formal education","esi-adult-vocational-and-non-formal-education-e5e53aa8","9862a149-1017-49f7-8152-f326bd9ed03d","Q.28) The target beneficiaries of ‘Jan Shikshan Sansthan’ scheme are non-literates, neoliterates, and persons having a r"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","29","29","ESI-2023-Q029","Agricultural Economy and Food Policy","e-NAM and electronic agricultural markets","esi-e-nam-and-electronic-agricultural-markets-5a469ac2","ad039937-0ea2-42d1-8cc6-a8aa9b6878e5","Q.29) Name the pan-India electronic trading portal for transparent sale transactions and price discovery initially in re"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","30","30","ESI-2023-Q030","Rural Development and Panchayati Raj","DAY-NRLM, self-help groups and rural livelihoods","esi-day-nrlm-self-help-groups-and-rural-livelihoods-afd82160","301bae11-6699-47ac-a40c-4572ced58f81","Q.30) Under the DAY-NRLM scheme, the households are identified with minimum 1- deprivation criterion as per the Socio Ec"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","31","31","ESI-2023-Q031","Banking, Credit and Financial Inclusion","Financial inclusion and Jan Dhan","esi-financial-inclusion-and-jan-dhan-71aa2972","9b920abb-0fbf-45db-9da1-f378c726fb7a","Q.31) Pradhan Mantri Jan-Dhan Yojana (PMJDY) is National Mission for Financial Inclusion to ensure access to financial s"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","32","32","ESI-2023-Q032","Welfare Schemes and Social Security","Food security, PDS and free foodgrain schemes","esi-food-security-pds-and-free-foodgrain-schemes-f4f74cbc","f7ba88b5-a82a-47a2-88e0-ba25c51f99e7","Q.32) As per the provision of NFSA 2013, government has decided to provide food grains free of cost for a period of ____"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","33","33","ESI-2023-Q033","Welfare Schemes and Social Security","Clean cooking fuel and energy access schemes","esi-clean-cooking-fuel-and-energy-access-schemes-14bfe216","abb6616e-aabd-44e0-ad90-f0db339671a7","Q.33) The Central government has approved extension of PMUY in September 2023. This approval made provision for _____ ad"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","34","34","ESI-2023-Q034","Banking, Credit and Financial Inclusion","Credit schemes for SC, ST and women entrepreneurs","esi-credit-schemes-for-sc-st-and-women-entrepreneurs-16e66d55","465cc03e-9755-403c-ab68-6a05cb0c038e","Q.34) As per the guidelines of Stand-Up India Scheme, loans between Rs 10 lakh and _____ will be provided to at least on"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","35","35","ESI-2023-Q035","Banking, Credit and Financial Inclusion","Credit schemes for SC, ST and women entrepreneurs","esi-credit-schemes-for-sc-st-and-women-entrepreneurs-16e66d55","dddb9177-cf8c-41ea-979a-0160d7780129","Q.35) Under the Small loan scheme for individuals from National Backward Classes Finance and Development Corporation (NB"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","36","36","ESI-2023-Q036","Welfare Schemes and Social Security","Pension schemes for unorganised workers and farmers","esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda","ca3e10e1-eabf-461e-9138-605861bd59dc","Q.36) Which category of persons are eligible to join NPS – All Citizen Modal scheme? 1. An Indian Citizen (Resident or N"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","37","37","ESI-2023-Q037","Education, Health and Human Development","Scholarships and student support schemes","esi-scholarships-and-student-support-schemes-8b26012c","42f9cad6-9096-4e83-9903-70825b586369","Q.37) Which of the following schemes have been merged and renamed as Scholarships for Higher Education for Young Achieve"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","38","38","ESI-2023-Q038","Education, Health and Human Development","Ayushman Bharat and health insurance","esi-ayushman-bharat-and-health-insurance-0f8290e9","b0341070-9130-4600-8690-0cee97d689ce","Q.38) PMJAY provides coverage of max ____ per year per family for the secondary and tertiary care hospitalization."
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","39","39","ESI-2023-Q039","Welfare Schemes and Social Security","Pension schemes for unorganised workers and farmers","esi-pension-schemes-for-unorganised-workers-and-farmers-d8bd0eda","716fa4c9-b815-4736-8c91-e84f507d30f7","Q.39) Which of the following is a biometric enabled digital service for pensioners of Central government/ State governme"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P1-ESI-2023","1","40","40","ESI-2023-Q040","Rural Development and Panchayati Raj","Rural and urban housing schemes","esi-rural-and-urban-housing-schemes-92031959","0764f627-bf9e-429b-80ff-bdf1a20b30de","Q.40) Which of the following is not an automatic/compulsory inclusion under Pradhan Mantri Awas Yojana (Gramin)?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2020","2","24","24","ARD-2020-Q024","International Institutions, Indices and Reports","Multilateral development banks and the IMF","esi-multilateral-development-banks-and-the-imf-76ca8ef5","d877df4c-bdc8-499f-8df2-01ec71a531d3","Q.24) International Monetary fund was established in which of following year?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2020","2","25","25","ARD-2020-Q025","International Institutions, Indices and Reports","WTO and global trade bodies","esi-wto-and-global-trade-bodies-8a33bd0d","db98a507-42e8-4da6-9a9a-396f5fd38a37","Q.25) Which of the following statements regarding World Trade organisation are NOT true?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2020","2","26","26","ARD-2020-Q026","Population, Employment and Social Indicators","Population theories and demographic transition","esi-population-theories-and-demographic-transition-a323bbe5","3afe7121-8642-4049-9c3a-ec483818fee5","Q.26) What is the concept in which the stable high fertility and mortality population is converted to low-fertility, low"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2020","2","27","27","ARD-2020-Q027","Education, Health and Human Development","Right to Education Act","esi-right-to-education-act-f785667a","13195641-27a5-41ad-a92b-4fe0b3eb2cee","Q.27) RTE Act was enacted in year 2009 which came into effect from which of the following years?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2020","2","29","29","ARD-2020-Q029","Population, Employment and Social Indicators","Poverty measurement and multidimensional poverty","esi-poverty-measurement-and-multidimensional-poverty-fccf8721","4345d458-c450-4232-bfe0-852a7551c404","Q.29) The committee was set up in the backdrop of national outrage over the Planning Commission’s suggested poverty line"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","1","1","ARDESI-2023-Q001","Banking, Credit and Financial Inclusion","Cooperatives and cooperative banks","esi-cooperatives-and-cooperative-banks-64438c62","ea0c48f9-0c96-4d32-b5b7-737921702acb","Q.1) PACS has been mentioned in the above paragraph. What does the PACS stand for?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","2","2","ARDESI-2023-Q002","Banking, Credit and Financial Inclusion","Cooperatives and cooperative banks","esi-cooperatives-and-cooperative-banks-64438c62","3fdc4522-4745-446c-8089-f9b19bcfd863","Q.2) The center has announced a 47 -member committee under former union minister ___________ to prepare the national coo"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","3","3","ARDESI-2023-Q003","Banking, Credit and Financial Inclusion","Cooperatives and cooperative banks","esi-cooperatives-and-cooperative-banks-64438c62","dd81ad2c-97c1-4a3d-a451-587797ba6490","Q.3) In order to make PACS self-reliant and in tune with ‘Atmnirbhar Bharat Abhiyaan’ the government of India has, on 29"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","4","4","ARDESI-2023-Q004","Banking, Credit and Financial Inclusion","Cooperatives and cooperative banks","esi-cooperatives-and-cooperative-banks-64438c62","aaedae03-6c27-4e6e-88c0-6c31e03801b2","Q.4) Which of the following is the implementing agency for the centrally sponsored project for the computerization of pr"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","9","9","ARDESI-2023-Q009","Rural Development and Panchayati Raj","MGNREGA design, entitlements and performance","esi-mgnrega-design-entitlements-and-performance-91290406","c231f2c2-704e-4fe1-a0be-ab9f05f10ae1","Q.9) How many days of wage employment is provided under MGNREGS for Scheduled Tribe households living in forest areas?"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","10","10","ARDESI-2023-Q010","Rural Development and Panchayati Raj","MGNREGA design, entitlements and performance","esi-mgnrega-design-entitlements-and-performance-91290406","67beae85-b147-4384-b0fa-141d6640607a","Q.10) Under the MGNREGS, additional 50 days of wage employment are provided over and above 100 days in the areas affecte"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","11","11","ARDESI-2023-Q011","Rural Development and Panchayati Raj","MGNREGA design, entitlements and performance","esi-mgnrega-design-entitlements-and-performance-91290406","5a496ff8-21d8-41ad-9cd6-9904f04529fc","Q.11) Under the MGNREGS, if the demanded employment is not provided within 15 days, the applicant is entitled to an unem"
"Economic & Social Issues","1a874661-957e-4c81-a90f-b0634834d889","NABARD-P2-ARD-2023","2","12","12","ARDESI-2023-Q012","Rural Development and Panchayati Raj","MGNREGA design, entitlements and performance","esi-mgnrega-design-entitlements-and-performance-91290406","dc10ac8c-62eb-4360-a4e0-b9b2fa270d3e","Q.12) Which among the following initiative are organised at every ward and Gram Panchayat level at least once a month fo"
